ATM,Sitio,CR,Division,Marca,Tipo dispositivo,Estatus dispositivo,Calle,Num. Ext.,Estado,Ciudad,CP,Del/Muni,Colonia,Latitud,Longitud,Tipo localidad,IDC,ETV
D966,JILOTEPEC,6556,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,VICENTE GUERRERO,125,ESTADO DE MEXICO,JILOTEPEC,54240,JILOTEPEC,CENTRO,19.95354474,-99.53290454,SUC,WINCOR,APODERADO
D967,TOLUCA TOLLOCAN,112,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,PASEO TOLLOCAN,523,ESTADO DE MEXICO,TOLUCA,50130,TOLUCA,AMERICAS TOLUCA,19.281432,-99.642238,SUC,WINCOR,APODERADO
D968,TOLUCA TOLLOCAN,112,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,PASEO TOLLOCAN,523,ESTADO DE MEXICO,TOLUCA,50130,TOLUCA,AMERICAS TOLUCA,19.281432,-99.642238,SUC,WINCOR,APODERADO
D969,AGUASCALIENTES JOSE MA CHAVEZ,3936,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,BLVD JOSE MARIA CHAVEZ,1010,AGUASCALIENTES,AGUASCALIENTES,20270,AGUASCALIENTES,LINDAVISTA,21.868712,-102.294404,SUC,DIEBOLD,APODERADO
D970,AGUASCALIENTES JOSE MA CHAVEZ,3936,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,BLVD JOSE MARIA CHAVEZ,1010,AGUASCALIENTES,AGUASCALIENTES,20270,AGUASCALIENTES,LINDAVISTA,21.868712,-102.294404,SUC,DIEBOLD,APODERADO
D971,ASOCIACION GANADERA DE TLACOTALPAN AC,6062,SUR,WINCOR,PRACTDUAL,ACTIVO,BENITO JUAREZ,7,VERACRUZ,TLACOTALPAN,95460,TLACOTALPAN,TLACOTALPAN,18.6151191,-95.6620698,REM,WINCOR,SEPSA
D972,HOSPITAL GENERAL,1123,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,DR BALMARIS,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,6720,CUAUHTEMOC,DOCTORES,19.41468819,-99.149285,SUC,GRG,APODERADO
D974,FRESNILLO ALLENDE,311,BAJIO,WINCOR,PRACTDUAL,ACTIVO,ALLENDE,48,ZACATECAS,FRESNILLO,99000,FRESNILLO,CENTRO,23.175035,-102.870062,SUC,WINCOR,APODERADO
D975,FRESNILLO ALLENDE,311,BAJIO,WINCOR,PRACTDUAL,ACTIVO,ALLENDE,48,ZACATECAS,FRESNILLO,99000,FRESNILLO,CENTRO,23.175035,-102.870062,SUC,WINCOR,APODERADO
D976,FRESNILLO ALLENDE,311,BAJIO,WINCOR,PRACTDUAL,ACTIVO,ALLENDE,48,ZACATECAS,FRESNILLO,99000,FRESNILLO,CENTRO,23.175035,-102.870062,SUC,WINCOR,APODERADO
D977,SECRETAR�A DE SEGURIDAD Y PROTECCI�N CIUDADANA UNO,6062,METROPOLITANA NORTE,GRG,PRACTDUAL,ACTIVO,AV CONSTITUYENTES,947 E-11,DISTRITO FEDERAL,CIUDAD DE MEXICO,1110,ALVARO OBREGON,BELEM DE LAS FLORES,19.39706313,-99.21883668,REM,GRG,SEPSA
D978,MOROLEON PORTAL CORREGIDORA,312,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL CORREGIDORA,26,GUANAJUATO,MOROLEON,38800,MOROLEON,CENTRO,20.130759,-101.191019,SUC,DIEBOLD,APODERADO
D979,MOROLEON PORTAL CORREGIDORA,312,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL CORREGIDORA,26,GUANAJUATO,MOROLEON,38800,MOROLEON,CENTRO,20.130759,-101.191019,SUC,DIEBOLD,APODERADO
D980,TEQUISQUIAPAN INDEPENDENCIA,322,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,INDEPENDENCIA,5,QUERETARO,TEQUISQUIAPAN,76750,TEQUISQUIAPAN,CENTRO,20.52213,-99.891214,SUC,DIEBOLD,APODERADO
D981,TEQUISQUIAPAN INDEPENDENCIA,322,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,INDEPENDENCIA,5,QUERETARO,TEQUISQUIAPAN,76750,TEQUISQUIAPAN,CENTRO,20.52213,-99.891214,SUC,DIEBOLD,APODERADO
D982,TACAMBARO CENTRO,344,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,REVOLUCION,40 A,MICHOACAN,TACAMBARO DE CODALLOS,61650,TACAMBARO,TACAMBARO DE CODALLOS CENTRO,19.23533,-101.457585,SUC,WINCOR,APODERADO
D983,TACAMBARO CENTRO,344,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,REVOLUCION,40 A,MICHOACAN,TACAMBARO DE CODALLOS,61650,TACAMBARO,TACAMBARO DE CODALLOS CENTRO,19.23533,-101.457585,SUC,WINCOR,APODERADO
D984,URIANGATO MORELOS,362,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,AV MORELOS,NO 9,GUANAJUATO,URIANGATO,38980,URIANGATO,CENTRO,19.402317,-99.3236,SUC,DIEBOLD,APODERADO
D985,URIANGATO MORELOS,362,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,AV MORELOS,NO 9,GUANAJUATO,URIANGATO,38980,URIANGATO,CENTRO,19.402317,-99.3236,SUC,DIEBOLD,APODERADO
D986,GOMEZ PALACIO CENTRO,378,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,AV VICTORIA,262,DURANGO,GOMEZ PALACIO,35000,GOMEZ PALACIO,CENTRO,25.568208,-103.497998,SUC,DIEBOLD,APODERADO
D987,GOMEZ PALACIO CENTRO,378,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,AV VICTORIA,262,DURANGO,GOMEZ PALACIO,35000,GOMEZ PALACIO,CENTRO,25.568208,-103.497998,SUC,DIEBOLD,APODERADO
D988,SAN JUAN BOSCO,409,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,INDUSTRIA,1653,JALISCO,GUADALAJARA,44730,GUADALAJARA,SAN JUAN BOSCO,20.675063,-103.31174,SUC,DIEBOLD,APODERADO
D989,SAN JUAN BOSCO,409,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,INDUSTRIA,1653,JALISCO,GUADALAJARA,44730,GUADALAJARA,SAN JUAN BOSCO,20.675063,-103.31174,SUC,DIEBOLD,APODERADO
D990,SAN ANDRES,416,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,CHAMIZAL,26,JALISCO,GUADALAJARA,44810,GUADALAJARA,EXNAHIPODROMO DE PERALVILLO,20.662493,-103.304307,SUC,DIEBOLD,APODERADO
D991,SAN ANDRES,416,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,CHAMIZAL,26,JALISCO,GUADALAJARA,44810,GUADALAJARA,EXNAHIPODROMO DE PERALVILLO,20.662493,-103.304307,SUC,DIEBOLD,APODERADO
D992,TONALA ZARAGOZA,418,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,ZARAGOZA,46,JALISCO,TONALA,45400,TONALA,CENTRO TONALA,20.623016,-103.242707,SUC,WINCOR,APODERADO
D993,TONALA ZARAGOZA,418,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,ZARAGOZA,46,JALISCO,TONALA,45400,TONALA,CENTRO TONALA,20.623016,-103.242707,SUC,WINCOR,APODERADO
D994,SAN JUAN DEL RIO ZONA INDUSTRIAL,485,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,CTRA A TEQUISQUIAPAN,KM 1.75 LOC 9,QUERETARO,SAN JUAN DEL RIO,76806,SAN JUAN DEL RIO,SAN CAYETANO,20.3829769,-99.9852604,SUC,DIEBOLD,APODERADO
D995,SAN JUAN DEL RIO ZONA INDUSTRIAL,485,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,CTRA A TEQUISQUIAPAN,KM 1.75 LOC 9,QUERETARO,SAN JUAN DEL RIO,76806,SAN JUAN DEL RIO,SAN CAYETANO,20.3829769,-99.9852604,SUC,DIEBOLD,APODERADO
D996,QUERETARO JUAREZ,493,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,JUAREZ 15 NORTE,5,QUERETARO,QUERETARO,76000,QUERETARO,CENTRO,20.592987,-100.392456,SUC,DIEBOLD,APODERADO
D997,QUERETARO JUAREZ,493,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,JUAREZ 15 NORTE,5,QUERETARO,QUERETARO,76000,QUERETARO,CENTRO,20.592987,-100.392456,SUC,DIEBOLD,APODERADO
D998,QUERETARO JUAREZ,493,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,JUAREZ 15 NORTE,5,QUERETARO,QUERETARO,76000,QUERETARO,CENTRO,20.592987,-100.392456,SUC,DIEBOLD,APODERADO
D999,SAN MARTIN TEXMELUCAN,533,SUR,WINCOR,PRACTDUAL,ACTIVO,ZARAGOZA,1,PUEBLA,SAN MARTIN TEXMELUCAN DE LABASTIDA,74000,SAN MARTIN TEXMELUCAN,CENTRO,19.279018,-98.436845,SUC,WINCOR,APODERADO
E002,PLAZA PABLO LIVAS,1878,NORESTE,GRG,PRACTDUAL,ACTIVO,AV. PABLO LIVAS,1100,NUEVO LEON,GUADALUPE,67197,GUADALUPE,DIAZ ORDAZ,25.66244569,-100.2046734,SUC,GRG,APODERADO
E003,PLAZA TEZONTLE,5282,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV CANAL DE TEZONTLE,1512,DISTRITO FEDERAL,CIUDAD DE MEXICO,9020,IZTAPALAPA,ALFONSO ORTIZ TIRADO,19.3838245,-99.0685271,SUC,GRG,APODERADO
E004,TOLUCA PASEO MOLINOS,741,METROPOLITANA NORTE,GRG,PRACTDUAL,ACTIVO,AV. SEBASTIAN LERDO DE TEJADA,305 PONIENTE,ESTADO DE MEXICO,TOLUCA,50080,TOLUCA,LA MERCED,19.291022,-99.661749,SUC,GRG,APODERADO
E005,ATLACOMULCO,563,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV ISIDRO FABELA SUR,34,ESTADO DE MEXICO,ATLACOMULCO,50450,ATLACOMULCO,CENTRO,19.784184,-99.865794,SUC,WINCOR,APODERADO
E006,ATLACOMULCO,563,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV ISIDRO FABELA SUR,34,ESTADO DE MEXICO,ATLACOMULCO,50450,ATLACOMULCO,CENTRO,19.784184,-99.865794,SUC,WINCOR,APODERADO
E007,ATLACOMULCO,563,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV ISIDRO FABELA SUR,34,ESTADO DE MEXICO,ATLACOMULCO,50450,ATLACOMULCO,CENTRO,19.784184,-99.865794,SUC,WINCOR,APODERADO
E008,TERNIUM PLANTA MONCLOVA,6062,NORESTE,WINCOR,PRACTDUAL,ACTIVO,BOULEVARD HAROLD R. PAPE,1349,COAHUILA,MONCLOVA,25700,MONCLOVA,MONCLOVA CENTRO,26.8820862,-101.4261728,REM,WINCOR,SEPSA
E010,TOWN SQUARE METEPEC,1492,METROPOLITANA NORTE,GRG,PRACTDUAL,ACTIVO,AV. IGNACIO COMONFORT,1100,ESTADO DE MEXICO,METEPEC,52177,METEPEC,LA PROVIDENCIA,19.267547,-99.626711,SUC,GRG,APODERADO
E011,VERACRUZ SIMON BOLIVAR,593,SUR,WINCOR,PRACTDUAL,ACTIVO,SIMON BOLIVAR,364,VERACRUZ,VERACRUZ,91910,VERACRUZ,ZARAGOZA,19.1752411,-96.1241221,SUC,WINCOR,APODERADO
E012,MEXICALI LAZARO CARDENAS,636,NOROESTE,DIEBOLD,PRACTDUAL,ACTIVO,BLVD LAZARO CARDENAS,1101,BAJA CALIFORNIA,MEXICALI,21290,MEXICALI,INDEPENDENCIA,32.527273,-117.035773,SUC,DIEBOLD,APODERADO
E013,CIUDAD OBREGON OFICINA PRINCIPAL,641,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,NO REELECCION,906,SONORA,CIUDAD OBREGON,85000,CAJEME,CENTRO,27.491677,-109.931367,SUC,WINCOR,APODERADO
E014,CIUDAD OBREGON OFICINA PRINCIPAL,641,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,NO REELECCION,906,SONORA,CIUDAD OBREGON,85000,CAJEME,CENTRO,27.491677,-109.931367,SUC,WINCOR,APODERADO
E015,CULIACAN ROSALES,665,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,GRAL ANTONIO ROSALES,50,SINALOA,CULIACAN ROSALES,80000,CULIACAN,CENTRO,19.429784,-99.153464,SUC,WINCOR,APODERADO
E016,CULIACAN ROSALES,665,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,GRAL ANTONIO ROSALES,50,SINALOA,CULIACAN ROSALES,80000,CULIACAN,CENTRO,19.429784,-99.153464,SUC,WINCOR,APODERADO
E017,SANTA ANA CHIAUTEMPAN,690,SUR,WINCOR,PRACTDUAL,ACTIVO,IGNACIO APIZACO NO. 1,0,TLAXCALA,CHIAUTEMPAN,90800,CHIAUTEMPAN,CENTRO,19.319913,-98.206814,SUC,WINCOR,APODERADO
E018,SANTA ANA CHIAUTEMPAN,690,SUR,WINCOR,PRACTDUAL,ACTIVO,IGNACIO APIZACO NO. 1,0,TLAXCALA,CHIAUTEMPAN,90800,CHIAUTEMPAN,CENTRO,19.319913,-98.206814,SUC,WINCOR,APODERADO
E019,PEDRO INFANTE,727,NOROESTE,NCR,PRACTDUAL,ACTIVO,BLVD PEDRO INFANTE CRUZ,2551,SINALOA,CULIACAN ROSALES,80020,CULIACAN,DESARROLLO URBANO 3 RIOS,24.800189,-107.41593,SUC,NCR,APODERADO
E020,COZUMEL CENTRO,854,SURESTE,WINCOR,PRACTDUAL,ACTIVO,AV SUR,51,QUINTANA ROO,COZUMEL,77600,COZUMEL,CENTRO,20.509917,-86.949311,SUC,WINCOR,APODERADO
E021,COZUMEL CENTRO,854,SURESTE,WINCOR,PRACTDUAL,ACTIVO,AV SUR,51,QUINTANA ROO,COZUMEL,77600,COZUMEL,CENTRO,20.509917,-86.949311,SUC,WINCOR,APODERADO
E022,ZAPOPAN PLAZA DEL SAUZ,1014,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV COLON,SN,JALISCO,GUADALAJARA,44980,GUADALAJARA,EL SAUZ,20.625336,-103.387911,SUC,DIEBOLD,APODERADO
E023,ZAPOPAN PLAZA DEL SAUZ,1014,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV COLON,SN,JALISCO,GUADALAJARA,44980,GUADALAJARA,EL SAUZ,20.625336,-103.387911,SUC,DIEBOLD,APODERADO
E024,TLAQUEPAQUE EL TAPATIO,1040,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV SOLIDARIDAD IBEROAMERICANA,3277,JALISCO,TLAQUEPAQUE,45500,SAN PEDRO TLAQUEPAQUE,REVOLUCION,20.620074,-103.321233,SUC,DIEBOLD,APODERADO
E025,TLAQUEPAQUE EL TAPATIO,1040,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV SOLIDARIDAD IBEROAMERICANA,3277,JALISCO,TLAQUEPAQUE,45500,SAN PEDRO TLAQUEPAQUE,REVOLUCION,20.620074,-103.321233,SUC,DIEBOLD,APODERADO
E026,TONALA LOMA DORADA,1068,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,PASEO LOMA SUR,7772,JALISCO,TONALA,45402,TONALA,LOMA DORADA,20.630645,-103.266551,SUC,WINCOR,APODERADO
E027,TONALA LOMA DORADA,1068,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,PASEO LOMA SUR,7772,JALISCO,TONALA,45402,TONALA,LOMA DORADA,20.630645,-103.266551,SUC,WINCOR,APODERADO
E028,PLAZA TEZONTLE,5282,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV CANAL DE TEZONTLE,1512,DISTRITO FEDERAL,CIUDAD DE MEXICO,9020,IZTAPALAPA,ALFONSO ORTIZ TIRADO,19.3838245,-99.0685271,SUC,GRG,APODERADO
E029,PLAZA LOMAS RIO NILO,1075,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,RIO NILO 7540 HIPERMERCADO CARREFOUR LOCAL 27,0,JALISCO,TONALA,45417,TONALA,VILLAS DE ORIENTE,20.640684,-103.278591,SUC,WINCOR,APODERADO
E030,PLAZA LOMAS RIO NILO,1075,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,RIO NILO 7540 HIPERMERCADO CARREFOUR LOCAL 27,0,JALISCO,TONALA,45417,TONALA,VILLAS DE ORIENTE,20.640684,-103.278591,SUC,WINCOR,APODERADO
E031,MERCADO DEL CAMPESINO,1076,OCCIDENTE,GRG,PRACTDUAL,ACTIVO,GIGANTES,3541,JALISCO,GUADALAJARA,44790,GUADALAJARA,AGUSTIN YANEZ,20.661378,-103.28761,SUC,GRG,APODERADO
E032,MERCADO DEL CAMPESINO,1076,OCCIDENTE,GRG,PRACTDUAL,ACTIVO,GIGANTES,3541,JALISCO,GUADALAJARA,44790,GUADALAJARA,AGUSTIN YANEZ,20.661378,-103.28761,SUC,GRG,APODERADO
E033,MERCADO INDEPENDENCIA,1221,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,LAZARO CARDENAS,526,MICHOACAN,MORELIA,58020,MORELIA,VENTURA PUENTE,19.695892,-101.189368,SUC,WINCOR,APODERADO
E034,MERCADO INDEPENDENCIA,1221,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,LAZARO CARDENAS,526,MICHOACAN,MORELIA,58020,MORELIA,VENTURA PUENTE,19.695892,-101.189368,SUC,WINCOR,APODERADO
E035,SANTA ANA PACUECO,1245,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV PADRE HIDALGO,4,GUANAJUATO,PENJAMO,36910,PENJAMO,SANTA ANA PACUECO,20.349838,-102.01712,SUC,DIEBOLD,APODERADO
E036,TEQUILA,1265,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,JESUS RODRIGUEZ DE HIGAR,1,JALISCO,TEQUILA,46400,TEQUILA,CENTRO,20.884203,-103.839213,SUC,DIEBOLD,APODERADO
E037,TEQUILA,1265,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,JESUS RODRIGUEZ DE HIGAR,1,JALISCO,TEQUILA,46400,TEQUILA,CENTRO,20.884203,-103.839213,SUC,DIEBOLD,APODERADO
E038,NAPOLES SANTA CATALINA,3484,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,INSURGENTES SUR,936,DISTRITO FEDERAL,CIUDAD DE MEXICO,3100,BENITO JUAREZ,DEL VALLE,19.385307,-99.174957,SUC,DIEBOLD,APODERADO
E039,NAPOLES SANTA CATALINA,3484,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,INSURGENTES SUR,936,DISTRITO FEDERAL,CIUDAD DE MEXICO,3100,BENITO JUAREZ,DEL VALLE,19.385307,-99.174957,SUC,DIEBOLD,APODERADO
E040,SEMARNAT,6062,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV EJERCITO NACIONAL,223,DISTRITO FEDERAL,CIUDAD DE MEXICO,11320,MIGUEL HIDALGO,ANAHUAC I SECCI�N,19.4372348,-99.18010499,REM,GRG,SEPSA
E041,XALOSTOC,3531,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV. VIA MORELOS KM. 11NA6 ESQ.,ECATEPEC DE MORELOS,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55340,ECATEPEC DE MORELOS,XALOSTOC,19.51718718,-99.08597614,SUC,WINCOR,APODERADO
E042,XALOSTOC,3531,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV. VIA MORELOS KM. 11NA6 ESQ.,ECATEPEC DE MORELOS,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55340,ECATEPEC DE MORELOS,XALOSTOC,19.51718718,-99.08597614,SUC,WINCOR,APODERADO
E043,XALOSTOC,3531,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV. VIA MORELOS KM. 11NA6 ESQ.,ECATEPEC DE MORELOS,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55340,ECATEPEC DE MORELOS,XALOSTOC,19.51718718,-99.08597614,SUC,WINCOR,APODERADO
E044,XALOSTOC,3531,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV. VIA MORELOS KM. 11NA6 ESQ.,ECATEPEC DE MORELOS,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55340,ECATEPEC DE MORELOS,XALOSTOC,19.51718718,-99.08597614,SUC,WINCOR,APODERADO
E045,COMERCIAL IZTAPALAPA,3658,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV ERMITA IZTAPALAPA,1752,DISTRITO FEDERAL,CIUDAD DE MEXICO,9360,IZTAPALAPA,SAN MIGUEL,19.350386,-99.071869,SUC,GRG,APODERADO
E046,COMERCIAL IZTAPALAPA,3658,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV ERMITA IZTAPALAPA,1752,DISTRITO FEDERAL,CIUDAD DE MEXICO,9360,IZTAPALAPA,SAN MIGUEL,19.350386,-99.071869,SUC,GRG,APODERADO
E047,CHOLULA,3739,SUR,WINCOR,PRACTDUAL,ACTIVO,AV. MORELOS,10,PUEBLA,SAN PEDRO CHOLULA,72760,SAN PEDRO CHOLULA,CENTRO,19.061263,-98.305927,SUC,WINCOR,APODERADO
E048,CHOLULA,3739,SUR,WINCOR,PRACTDUAL,ACTIVO,AV. MORELOS,10,PUEBLA,SAN PEDRO CHOLULA,72760,SAN PEDRO CHOLULA,CENTRO,19.061263,-98.305927,SUC,WINCOR,APODERADO
E049,PUEBLA BOULEVARD NORTE,3743,SUR,DIEBOLD,PRACTDUAL,ACTIVO,BLVD NORTE,3676,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,72070,PUEBLA,LAS CUARTILLAS,19.064392,-98.215661,SUC,DIEBOLD,APODERADO
E050,PUEBLA BOULEVARD NORTE,3743,SUR,DIEBOLD,PRACTDUAL,ACTIVO,BLVD NORTE,3676,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,72070,PUEBLA,LAS CUARTILLAS,19.064392,-98.215661,SUC,DIEBOLD,APODERADO
E051,GARZA GARCIA VALLE SENA,3785,NORESTE,GRG,PRACTDUAL,ACTIVO,AV SAN PEDRO,218,NUEVO LEON,SAN PEDRO GARZA GARCIA,66220,SAN PEDRO GARZA GARCIA,DEL VALLE,25.652997,-100.372127,SUC,GRG,APODERADO
E052,GARZA GARCIA VALLE SENA,3785,NORESTE,GRG,PRACTDUAL,ACTIVO,AV SAN PEDRO,218,NUEVO LEON,SAN PEDRO GARZA GARCIA,66220,SAN PEDRO GARZA GARCIA,DEL VALLE,25.652997,-100.372127,SUC,GRG,APODERADO
E053,GARZA GARCIA VALLE SENA,3785,NORESTE,GRG,PRACTDUAL,ACTIVO,AV SAN PEDRO,218,NUEVO LEON,SAN PEDRO GARZA GARCIA,66220,SAN PEDRO GARZA GARCIA,DEL VALLE,25.652997,-100.372127,SUC,GRG,APODERADO
E054,GARZA GARCIA VALLE SENA,3785,NORESTE,GRG,PRACTDUAL,ACTIVO,AV SAN PEDRO,218,NUEVO LEON,SAN PEDRO GARZA GARCIA,66220,SAN PEDRO GARZA GARCIA,DEL VALLE,25.652997,-100.372127,SUC,GRG,APODERADO
E055,MEXICALI PUEBLO NUEVO,3979,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,TUXTLA GUTIERREZ SECCION,III,BAJA CALIFORNIA,MEXICALI,21120,MEXICALI,PUEBLO NUEVO,32.655967,-115.49653,SUC,WINCOR,APODERADO
E056,LUIS B SANCHEZ OFICINA PRINCIPAL,3994,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,JUAN LARA,18,SONORA,SAN LUIS RIO COLORADO,83500,SAN LUIS RIO COLORADO,LUIS B. SANCHEZ,32.201231,-114.996789,SUC,WINCOR,APODERADO
E057,TLALNEPANTLA,4105,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV HIDALGO,24,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54000,TLALNEPANTLA DE BAZ,CENTRO,19.5402235,-99.19479798,SUC,WINCOR,APODERADO
E058,TLALNEPANTLA,4105,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV HIDALGO,24,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54000,TLALNEPANTLA DE BAZ,CENTRO,19.5402235,-99.19479798,SUC,WINCOR,APODERADO
E059,CINCO DE MAYO,4113,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,PALMA,19,DISTRITO FEDERAL,CIUDAD DE MEXICO,6000,CUAUHTEMOC,CENTRO,19.43382,-99.135169,SUC,GRG,APODERADO
E060,CINCO DE MAYO,4113,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,PALMA,19,DISTRITO FEDERAL,CIUDAD DE MEXICO,6000,CUAUHTEMOC,CENTRO,19.43382,-99.135169,SUC,GRG,APODERADO
E061,CINCO DE MAYO,4113,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,PALMA,19,DISTRITO FEDERAL,CIUDAD DE MEXICO,6000,CUAUHTEMOC,CENTRO,19.43382,-99.135169,SUC,GRG,APODERADO
E062,IRAPUATO MERCADO,4152,BAJIO,WINCOR,PRACTDUAL,ACTIVO,GUANAJUATO,908,GUANAJUATO,IRAPUATO,36590,IRAPUATO,FRACC LOS REYES,20.6626,-101.348476,SUC,WINCOR,APODERADO
E063,IRAPUATO MERCADO,4152,BAJIO,WINCOR,PRACTDUAL,ACTIVO,GUANAJUATO,908,GUANAJUATO,IRAPUATO,36590,IRAPUATO,FRACC LOS REYES,20.6626,-101.348476,SUC,WINCOR,APODERADO
E064,QUERETARO ABASTOS,4182,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,AV MOISES SOLANA,121,QUERETARO,QUERETARO,76180,QUERETARO,BALAUSTRADOS,20.575109,-100.382609,SUC,DIEBOLD,APODERADO
E065,QUERETARO ABASTOS,4182,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,AV MOISES SOLANA,121,QUERETARO,QUERETARO,76180,QUERETARO,BALAUSTRADOS,20.575109,-100.382609,SUC,DIEBOLD,APODERADO
E066,QUERETARO SATELITE,4184,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LAS PENAS NO. 120,0,QUERETARO,QUERETARO,76110,QUERETARO,LOMAS DE SATELITE,20.635609,-100.445128,SUC,DIEBOLD,APODERADO
E067,QUERETARO SATELITE,4184,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LAS PENAS NO. 120,0,QUERETARO,QUERETARO,76110,QUERETARO,LOMAS DE SATELITE,20.635609,-100.445128,SUC,DIEBOLD,APODERADO
E068,PABELLON CUMBRES CANCUN,4675,SURESTE,WINCOR,PRACTDUAL,ACTIVO,AV BLVD LUIS DONALDO COLOSIO,MZN 01,QUINTANA ROO,BENITO JUAREZ,77560,BENITO JUAREZ,SUPERMANZANA #310,21.1124,-86.8409,SUC,WINCOR,APODERADO
E069,PROVIDENCIA ARAGON,3691,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV CONSTITUCION DE LA REPUBLICA,28,DISTRITO FEDERAL,CIUDAD DE MEXICO,7550,GUSTAVO A MADERO,PROVIDENCIA ARAGON,19.481455,-99.071285,SUC,WINCOR,APODERADO
